STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Aug-05-2017,31,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Jul-29-2017,30,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Jul-22-2017,29,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Jul-15-2017,28,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Jul-08-2017,27,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Jul-01-2017,26,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Jun-24-2017,25,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Jun-17-2017,24,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Jun-10-2017,23,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Jun-03-2017,22,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,May-27-2017,21,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,May-20-2017,20,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,May-13-2017,19,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,May-06-2017,18,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Apr-29-2017,17,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Apr-22-2017,16,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Apr-15-2017,15,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Apr-08-2017,14,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 2,Minimal,Apr-01-2017,13,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 3,Minimal,Mar-25-2017,12,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 3,Minimal,Mar-18-2017,11,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 3,Minimal,Mar-11-2017,10,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 4,Low,Mar-04-2017,9,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 8,High,Feb-25-2017,8,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 6,Moderate,Feb-18-2017,7,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 6,Moderate,Feb-11-2017,6,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 5,Low,Feb-04-2017,5,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 3,Minimal,Jan-28-2017,4,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 2,Minimal,Jan-21-2017,3,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Jan-14-2017,2,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Jan-07-2017,1,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Dec-31-2016,52,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Dec-24-2016,51,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Dec-17-2016,50,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Dec-10-2016,49,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Dec-03-2016,48,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Nov-26-2016,47,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Nov-19-2016,46,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Nov-12-2016,45,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Nov-05-2016,44,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Oct-29-2016,43,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Oct-22-2016,42,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Oct-15-2016,41,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Oct-08-2016,40,2016-17
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Oct-01-2016,39,2015-16
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Sep-24-2016,38,2015-16
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Sep-17-2016,37,2015-16
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Sep-10-2016,36,2015-16
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Sep-03-2016,35,2015-16
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Aug-27-2016,34,2015-16
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Aug-20-2016,33,2015-16
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Aug-13-2016,32,2015-16
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Aug-06-2016,31,2015-16
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Jul-30-2016,30,2015-16
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Jul-23-2016,29,2015-16
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Jul-16-2016,28,2015-16
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Jul-09-2016,27,2015-16
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Jul-02-2016,26,2015-16
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Jun-25-2016,25,2015-16
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Jun-18-2016,24,2015-16
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Jun-11-2016,23,2015-16
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 13,Very High,Feb-01-2020,5,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 13,Very High,Feb-08-2020,6,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 13,Very High,Feb-15-2020,7,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 13,Very High,Feb-22-2020,8,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 12,Very High,Feb-29-2020,9,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 12,Very High,Mar-07-2020,10,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 12,Very High,Mar-14-2020,11,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 12,Very High,Mar-21-2020,12,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 12,Very High,Mar-28-2020,13,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 11,Very High,Apr-04-2020,14,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 7,Moderate,Apr-11-2020,15,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 5,Low,Apr-18-2020,16,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 6,Moderate,Apr-25-2020,17,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 2,Minimal,May-02-2020,18,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,May-09-2020,19,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,May-16-2020,20,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,May-23-2020,21,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,May-30-2020,22,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Jun-06-2020,23,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Jun-13-2020,24,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Jun-20-2020,25,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Jun-27-2020,26,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Jul-04-2020,27,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Jul-11-2020,28,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Jul-18-2020,29,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Jul-25-2020,30,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Aug-01-2020,31,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Aug-08-2020,32,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Aug-15-2020,33,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Aug-22-2020,34,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Aug-29-2020,35,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Sep-05-2020,36,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Sep-12-2020,37,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Sep-19-2020,38,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Sep-26-2020,39,2019-20
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Oct-03-2020,40,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Oct-10-2020,41,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Oct-17-2020,42,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 3,Minimal,Oct-24-2020,43,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 3,Minimal,Oct-31-2020,44,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 4,Low,Nov-07-2020,45,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 2,Minimal,Nov-14-2020,46,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 3,Minimal,Nov-21-2020,47,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 3,Minimal,Nov-28-2020,48,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 3,Minimal,Dec-05-2020,49,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 6,Moderate,Dec-12-2020,50,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 2,Minimal,Dec-19-2020,51,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 3,Minimal,Dec-26-2020,52,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 5,Low,Jan-02-2021,53,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 4,Low,Jan-09-2021,1,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 2,Minimal,Jan-16-2021,2,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 5,Low,Jan-23-2021,3,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 2,Minimal,Jan-30-2021,4,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Feb-06-2021,5,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Feb-13-2021,6,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Feb-20-2021,7,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Feb-27-2021,8,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Mar-06-2021,9,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Mar-13-2021,10,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Mar-20-2021,11,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Mar-27-2021,12,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Apr-03-2021,13,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Apr-10-2021,14,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Apr-17-2021,15,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Apr-24-2021,16,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,May-01-2021,17,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,May-08-2021,18,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,May-15-2021,19,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,May-22-2021,20,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,May-29-2021,21,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Jun-05-2021,22,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Jun-12-2021,23,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Jun-19-2021,24,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Jun-26-2021,25,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Jul-03-2021,26,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Jul-10-2021,27,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Jul-17-2021,28,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 2,Minimal,Jul-24-2021,29,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Jul-31-2021,30,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Aug-07-2021,31,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Aug-14-2021,32,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 2,Minimal,Aug-21-2021,33,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 2,Minimal,Aug-28-2021,34,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Sep-04-2021,35,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Sep-11-2021,36,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Sep-18-2021,37,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Sep-25-2021,38,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Oct-02-2021,39,2020-21
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Oct-09-2021,40,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 3,Minimal,Oct-16-2021,41,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Oct-23-2021,42,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Oct-30-2021,43,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 2,Minimal,Nov-06-2021,44,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 3,Minimal,Nov-13-2021,45,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 3,Minimal,Nov-20-2021,46,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 3,Minimal,Nov-27-2021,47,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 3,Minimal,Dec-04-2021,48,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 3,Minimal,Dec-11-2021,49,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 7,Moderate,Dec-18-2021,50,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 10,High,Dec-25-2021,51,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 9,High,Jan-01-2022,52,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 10,High,Jan-08-2022,1,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 4,Low,Jan-15-2022,2,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 10,High,Jan-22-2022,3,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 8,High,Jan-29-2022,4,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 6,Moderate,Feb-05-2022,5,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 5,Low,Feb-12-2022,6,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 6,Moderate,Feb-19-2022,7,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 3,Minimal,Feb-26-2022,8,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 10,High,Mar-05-2022,9,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 8,High,Mar-12-2022,10,2021-22
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Oct-06-2012,40,2012-13
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Oct-13-2012,41,2012-13
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 1,Minimal,Oct-20-2012,42,2012-13
